uid,session_id,user_id,timestamp,action_type,mouse_x,mouse_y,dataset_type,dt,dx,dy,distance_pixels,velocity
a8a2e407-c28d-44f0-aa82-2b2fb71e1598,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334799256,2,1432.3047,445.0664,test,0.558,74.23439999999982,65.10937000000001,98.74196780071216,176.95693154249489
8196c278-3a8f-4da6-81f1-7563cef8f45a,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334799296,5,1434.7422,445.0664,test,0.04,2.4375,0.0,2.4375,60.9375
6b5adf6e-4e9f-4f1a-916b-a1c0125ce709,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334799559,5,1429.8438,409.51953,test,0.263,-4.8983999999998105,-35.54687000000001,35.882785418037145,136.43644645641498
de49307e-2f94-44d9-93bf-504fe9819790,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334799776,5,1429.8359,402.17188,test,0.217,-0.0079000000000633,-7.347649999999987,7.347654246934855,33.860157819976294
ca17e3d9-919b-4da2-9c8e-0ab7705eb4c7,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800017,5,1434.5859,389.02344,test,0.241,4.75,-13.148439999999994,13.980127840388294,58.00882921322943
654ee6d7-737a-4e39-a71e-850c8f75911a,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800189,2,1436.0859,361.73828,test,0.172,1.5,-27.28516000000002,27.326360098366578,158.87418661841036
2e044a81-213f-44f9-8aec-a25fb6a36159,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800296,5,1435.2695,353.57422,test,0.107,-0.8163999999999305,-8.16405999999995,8.204778159316623,76.68016971323947
3fd75dd2-0ed0-4392-ba6f-4488b0ca973d,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800489,2,1283.082,350.41016,test,0.193,-152.1875,-3.1640600000000063,152.2203877012984,788.7066720274528
ababf321-763f-479a-914f-5fed912311bc,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800521,2,1044.0078,345.85938,test,0.032,-239.07420000000002,-4.550780000000032,239.11750815080106,7472.422129712533
bc66a9dc-050c-40b6-9192-08dfee680c60,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800539,2,950.60156,338.26562,test,0.018,-93.40624000000014,-7.593759999999975,93.71441117499072,5206.356176388374
a847aab5-6e53-40ff-b20d-3d1ad2ec616c,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334800870,2,904.52734,174.0586,test,0.331,-46.07421999999997,-164.20702,170.5484657388884,515.2521623531371
4b79ec4d-6417-4564-8210-d1704bef34cb,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801322,2,1002.6875,207.8125,test,0.452,98.16016000000002,33.75389999999999,103.80145845042642,229.6492443593505
b0f3794f-7ea0-492f-827e-b1af6e5f7be8,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801355,2,1182.6484,257.95312,test,0.033,179.96090000000004,50.14062000000001,186.81543646817417,5661.073832368914
f3660852-4cc8-44c1-b5ec-cb5756df7086,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801373,2,1292.5859,292.71875,test,0.018,109.9375,34.76562999999999,115.30352525203598,6405.751402890888
41854314-9acd-40a6-811a-84f4e6ee205f,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801390,2,1378.4492,318.28906,test,0.017,85.86329999999998,25.570310000000006,89.58988246663849,5269.9930862728515
38d587dd-fe50-4033-ae33-defde828a1d1,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801408,2,1464.3125,343.85938,test,0.018,85.86329999999998,25.57031999999998,89.58988532079051,4977.215851155029
425dfc20-87f6-4983-8ac0-7d01986411dc,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801439,2,1561.9102,364.64844,test,0.031,97.59770000000003,20.789060000000006,99.78725400056666,3218.9436774376345
762eaa0c-78ae-40ee-b92c-77569b0a8cad,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801673,2,1481.5898,433.8164,test,0.234,-80.32040000000006,69.16796,105.99798746543073,452.9828524163706
4271a00c-9a31-4d10-93af-5105de9cc6ad,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334801841,5,1470.418,451.09766,test,0.168,-11.171800000000076,17.28126000000003,20.577926582326093,122.4876582281315
9263a564-1739-4c45-9853-c3a44874c8ae,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334802440,5,1464.0156,379.1211,test,0.599,-6.402399999999943,-71.97656,72.26074947849351,120.63564186726796
798175aa-d312-4f14-982c-e885ead6dc36,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334802656,2,1449.2344,353.08203,test,0.216,-14.781199999999899,-26.039070000000038,29.94189439405762,138.61988145397046
c13ab494-fc11-4fd1-ae11-33b42cfc9c38,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334802696,5,1427.1055,330.95312,test,0.04,-22.128900000000158,-22.128909999999962,31.29499757146668,782.374939286667
1058920e-70a3-4c28-a537-83c16624e872,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803005,2,1364.5273,316.64453,test,0.309,-62.578199999999924,-14.308590000000038,64.19319950764326,207.7449822253827
d77d9a64-7558-4328-a312-900da1538861,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803038,2,1279.2539,306.58984,test,0.033,-85.27340000000004,-10.054689999999994,85.8641341804371,2601.9434600132454
cfe24fd5-d125-493c-ac4f-924060d01ba4,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803072,2,1114.0938,283.4414,test,0.034,-165.16009999999983,-23.148439999999994,166.7744252169485,4905.130153439661
bde2eb5e-a40a-471e-aed0-d55144bc2b91,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803088,2,1028.4062,261.54688,test,0.016,-85.6876000000002,-21.89452,88.44057213626806,5527.535758516754
83d40737-ea49-44f8-8e78-07ea45028ce6,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803121,2,946.8125,238.22266,test,0.033,-81.5936999999999,-23.324219999999997,84.86195330239804,2571.57434249691
e4f7577e-9ebc-4f69-bd28-3adb69177fdf,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803677,5,916.27734,169.71875,test,0.556,-30.53516000000002,-68.50390999999999,75.00121120031129,134.8942647487613
7ef12818-0c60-4001-b61b-d24b195de60c,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803937,2,1044.3008,320.70703,test,0.26,128.02346,150.98827999999997,197.95824561692297,761.377867757396
f6b7e902-109a-4000-bdb1-0bc62dad56f3,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334803971,2,1123.4844,393.0078,test,0.034,79.18360000000007,72.30077,107.22613418170457,3153.7098288736634
dc51a2ee-82d8-430a-94bb-6ded309cddee,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334804004,2,1221.9609,437.71875,test,0.033,98.47649999999999,44.710950000000025,108.15123717347157,3277.310217377926
ac773e0c-b1d0-4ca3-bf06-7e79a6a5ddb0,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334804038,2,1294.9375,474.15234,test,0.034,72.97659999999996,36.43358999999998,81.56586680620818,2398.9960825355342
16541b17-d188-439f-ba43-33f498305344,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334804104,2,1386.7891,522.2461,test,0.066,91.85159999999996,48.093759999999975,103.68088624957635,1570.922518932975
eb65af2d-94da-45ff-a742-9d4f464a5054,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334804905,2,1411.2578,429.9922,test,0.801,24.468700000000126,-92.25389999999993,95.44369725078757,119.15567696727535
fc7dc5a4-cb27-478d-8ac6-b30abcdbcc44,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805064,5,1434.3594,379.96094,test,0.159,23.101599999999962,-50.03126000000003,55.107267213568136,346.5865862488562
e0e15bb6-0739-4418-a709-c0110a0e1a4e,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805288,2,1429.7148,351.85938,test,0.224,-4.644600000000082,-28.101560000000006,28.482801540466504,127.15536401993975
67f7bd53-69f7-452d-ae81-6be31bcbe140,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805304,5,1429.7148,351.85938,test,0.016,0.0,0.0,0.0,0.0
0d0c9e70-a596-4a02-9a14-0a347e2fc263,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805522,2,1355.1914,302.46875,test,0.218,-74.52340000000004,-49.39062999999999,89.40453835995633,410.11256128420337
b73a2f1f-f2f2-4447-bf3c-e9dfeee01043,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805555,2,1123.3984,250.36719,test,0.033,-231.7929999999999,-52.101560000000006,237.57644538849712,7199.2862238938515
6ce7c703-ae9d-493f-9448-58c03decd8b3,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805571,2,952.58594,225.1289,test,0.016,-170.81246,-25.238290000000006,172.66692727148327,10791.682954467704
db62fa50-ebfb-4621-8816-b37cabb74a21,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334805841,2,910.6211,144.75,test,0.27,-41.964840000000095,-80.37889999999999,90.67422655548602,335.83046872402224
959d8331-42da-4e1a-a719-63cfc05879da,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806282,5,911.52344,164.03516,test,0.441,0.9023400000000947,19.28515999999999,19.30625840760451,43.77836373606465
242c4086-245b-4dba-a16e-acf3adfb7610,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806488,2,1016.2383,186.23828,test,0.206,104.71485999999993,22.203120000000013,107.04289066796535,519.6256828542008
7e39f489-569d-413a-891d-f394527e9b18,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806522,2,1164.0078,229.34766,test,0.034,147.7695000000001,43.10937999999999,153.9293466959255,4527.333726350749
d1aabc7f-a688-48d5-aec0-068a97e827ad,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806538,2,1257.4062,236.9336,test,0.016,93.39839999999981,7.585940000000022,93.70596356819327,5856.622723012079
233d9f02-2976-4ce5-9900-acfc2009a87d,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806555,2,1356.8125,236.9336,test,0.017,99.4063000000001,0.0,99.4063000000001,5847.429411764711
ced0a890-9619-495d-9ca8-a7ae9002746f,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806572,2,1442.4922,236.9336,test,0.017,85.67969999999991,0.0,85.67969999999991,5039.982352941171
f91b0eb4-b69c-4c08-ba62-be7841274197,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806606,2,1571.8008,233.3086,test,0.034,129.30860000000007,-3.625,129.3594011232273,3804.688268330214
e686760b-9ca6-43f5-9c6d-f89feb99bce4,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806638,2,1657.0586,248.51562,test,0.032,85.25780000000009,15.20702,86.60338283300725,2706.3557135314763
f20ffa6a-e19d-413d-b183-df1911e82c3f,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806772,2,1546.7617,253.14453,test,0.134,-110.29690000000005,4.6289099999999905,110.3939896796837,823.8357438782365
7684cc65-265e-406c-b5c3-11e19e643ca9,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806805,2,1417.1133,228.5586,test,0.033,-129.64840000000004,-24.58592999999999,131.95899202602644,3998.757334122013
60ac5623-4a2e-451f-af6e-44dc41b5b91b,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806822,2,1295.2852,214.08594,test,0.017,-121.82809999999995,-14.472660000000019,122.68473351271375,7216.749030159632
f2ac573e-92a3-492b-bc9a-4cd7a42862b2,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806838,2,1139.168,197.00781,test,0.016,-156.11720000000014,-17.078129999999987,157.04853600125327,9815.533500078329
07534c47-e423-4026-82f7-9753e5a45497,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334806855,2,992.84766,187.57812,test,0.017,-146.32033999999987,-9.429689999999994,146.62387578839835,8624.933869905784
9ddf1b87-8eb0-4c16-9ce3-6236a9f9600a,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807124,2,911.3906,171.71875,test,0.269,-81.45706000000007,-15.859370000000013,82.98657867776278,308.5002924823895
9ef26cbb-9612-4fd9-9819-a7ef50f95475,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807667,5,930.3711,168.58203,test,0.543,18.980500000000006,-3.136719999999997,19.237941485730747,35.428989844808
1e36d227-290b-47b9-a932-4aa08b46f534,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807905,2,1043.7773,240.11328,test,0.238,113.40620000000001,71.53125,134.0808932137704,563.3650975368504
94cb9aa3-df80-446f-a190-49f3e462e464,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807922,2,1180.625,311.94922,test,0.017,136.84770000000003,71.83594000000002,154.55644687612875,9091.555698595808
800d7cba-37ec-49d5-b6e1-abbe06ddfce6,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807939,2,1419.4922,408.69922,test,0.017,238.8671999999999,96.75,257.71709632044195,15159.829195320113
81490029-a53f-41b3-b0fe-d26c50ecb110,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807956,2,1663.2148,506.23047,test,0.017,243.72260000000006,97.53125,262.5129529705583,15441.938410032839
4a68e14f-4495-4901-b60d-dd3e2927ce7b,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807971,2,1868.7617,591.84766,test,0.015,205.54690000000005,85.61719,222.665289892938,14844.3526595292
3b8ec89d-4e2e-486d-968b-cabb18b7a812,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334807987,2,2040.3633,677.70703,test,0.016,171.60159999999996,85.85937000000001,191.88262177528452,11992.663860955283
fe6f83e0-456a-4a2b-9564-2ccb0b5fd91d,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334808005,2,2160.9648,756.5039,test,0.018,120.60150000000021,78.79687000000001,144.06133597897443,8003.407554387469
fb8bf3cf-6cde-4f71-8eb8-ab8b6043b17e,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334808639,2,2199.0625,1143.1562,test,0.634,38.097699999999804,386.65229999999985,388.5246914168775,612.8149706890812
a1c129bb-a18c-4ac9-87b5-c626e9d5829c,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809032,5,2186.9844,1127.6289,test,0.393,-12.078100000000177,-15.527299999999968,19.671744836185816,50.05533037197409
18f87691-75e9-4d0a-9f06-e8088c320b80,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809489,2,2123.6836,1084.5039,test,0.457,-63.30079999999998,-43.125,76.59475769032758,167.60340851275183
999fffd6-7467-4d14-b811-9126095899ea,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809522,2,2022.6562,1024.0664,test,0.033,-101.02739999999994,-60.4375,117.72521801640458,3567.430848981957
857cd13a-af04-4339-b244-6aee73b6057e,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809538,2,1950.0508,984.125,test,0.016,-72.60539999999992,-39.94139999999993,82.86651641718736,5179.157276074209
072a9198-8214-4e6b-a74b-c85cd031c51e,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809555,2,1876.9844,934.78125,test,0.017,-73.06639999999993,-49.34375,88.1674796794288,5186.322334084046
d6f9d47e-b5f1-41af-a61b-92fcd1415c80,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809589,2,1804.6836,866.66797,test,0.034,-72.30079999999998,-68.11328000000003,99.33189111759829,2921.526209341126
652599f0-3a38-4baa-bdff-1b8bf26d52af,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809622,2,1740.5352,776.4375,test,0.033,-64.14840000000004,-90.23046999999997,110.70932634146456,3354.8280709534715
49a75b27-68d7-4b58-b973-3b2ae1209ffc,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334809655,2,1655.7578,671.33984,test,0.033,-84.77739999999994,-105.09766000000002,135.0286106283983,4091.776079648433
d82e1421-29f8-4c5c-9e0f-0c7ced947207,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334810024,2,1613.8945,587.28906,test,0.369,-41.86329999999998,-84.05078000000003,93.89925188998261,254.46951731702603
2dcecb17-501e-4c57-bbe4-82e60ee417b4,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334810072,2,1557.5742,489.47656,test,0.048,-56.32030000000009,-97.81249999999994,112.8683363408002,2351.4236737666706
5b474808-05a7-473f-9808-dee9125addb2,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334810106,2,1530.582,413.3711,test,0.034,-26.99219999999991,-76.10546,80.75035543359294,2375.0104539292042
4fda7f6b-4aca-497f-8cc8-92eb5dd3e8eb,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334810155,2,1510.9062,325.98047,test,0.049,-19.67580000000021,-87.39062999999999,89.57823015351948,1828.1271459901934
44ddc4d8-42cd-45bc-8c5d-9d6865f6e682,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334848906,5,1487.3672,413.15234,test,0.895,-23.538999999999987,87.17186999999996,90.29407201082965,100.88723129701637
5dd65a6b-8328-4723-abd5-60bd66dd288f,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334863930,5,1408.4141,445.83203,test,1.76,-78.95309999999995,32.679689999999994,85.44913187450234,48.550643110512695
235c4a1d-fa82-4916-99b5-e30b6605ec53,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334864348,5,1410.8516,467.98828,test,0.418,2.4375,22.15625,22.289926431294024,53.32518284998571
76c17acb-0cf9-43f7-bfb8-603a1e217441,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334871357,5,1410.0234,525.7383,test,0.323,-0.8281999999999243,57.750020000000006,57.75595835271371,178.81101657186906
030c1234-696c-4cf6-856d-930a2bc27508,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334882937,5,1470.7266,578.83984,test,3.571,60.703199999999924,53.10154,80.65142305385312,22.585108668119048
bd5225c6-1692-4fa0-9021-280ea1b89f01,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334885265,2,1418.0391,475.83203,test,2.328,-52.6875,-103.00781,115.70039575233137,49.69948271148255
8ff05cf7-35c0-48d1-be01-4834a31ace29,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334885332,2,1355.9219,413.1875,test,0.067,-62.11719999999991,-62.644529999999975,88.22065333447087,1316.726169171207
6dc07fef-46b6-48b5-968c-4807004998dd,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887114,2,1309.6133,347.5547,test,1.782,-46.30860000000007,-65.63279999999997,80.32528163536062,45.07591562029216
d155c6af-bbfd-4a31-a97f-39ede15684d3,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887198,2,1248.2539,283.20312,test,0.084,-61.35940000000005,-64.35158000000001,88.91626294922885,1058.526939871772
f5aa673d-222a-48d5-a0d4-8722f2efc5ea,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887331,2,1203.582,210.01953,test,0.133,-44.67189999999982,-73.18359000000001,85.74040176543429,644.6646749280773
c570d04b-9b40-459b-b5c9-0069b56f7027,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887382,2,1106.3828,188.82812,test,0.051,-97.19920000000002,-21.19140999999999,99.48246246664837,1950.6365189538897
5496f5ae-7395-4de4-9287-625463e3c19a,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887498,2,1019.3711,168.0625,test,0.116,-87.01170000000013,-20.765620000000013,89.4552788317963,771.1661968258302
b5f5205b-12a2-4e9a-894a-9a7543ceac04,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887671,5,987.2656,160.28516,test,0.173,-32.105500000000006,-7.7773400000000095,33.03407555427578,190.94841360853053
4e95fc8e-14cf-45c3-b585-b5412b7cc93c,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334887965,2,931.21875,162.60156,test,0.294,-56.04684999999995,2.316400000000016,56.094697644986866,190.79829130947914
dbe7ac9b-bdbc-46cc-a34c-1ab32097cf1c,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334888141,5,923.78516,162.60156,test,0.176,-7.433589999999981,0.0,7.433589999999981,42.23630681818171
4bc81bcc-cb86-4c8b-9035-7c84025eb1ca,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334888447,2,1003.4414,206.51953,test,0.306,79.65624000000003,43.91797,90.961006260147,297.2581903926373
67d9e5c1-5cc9-4391-b2d5-9ff61375443b,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334888464,2,1105.75,249.60938,test,0.017,102.30859999999996,43.089849999999984,111.01254346686454,6530.149615697914
12f19295-850e-4aa3-bf27-b81dd8251bac,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334888498,2,1258.0391,305.79297,test,0.034,152.28909999999996,56.18359000000004,162.3224130060236,4774.188617824223
66e8db08-9175-40ae-93c9-529f176e9c07,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334888531,2,1370.0898,347.77344,test,0.033,112.0507,41.98046999999997,119.65667232507721,3625.959767426582
a5280dfe-6c71-44a0-904a-2fd811ce5607,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334889848,2,1368.0586,435.35938,test,1.317,-2.031199999999899,87.58594,87.609489549498,66.52201180675627
bb121aff-82e5-49af-b427-3fe656c3f9ed,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334890898,5,1327.5938,464.6211,test,1.05,-40.46479999999997,29.261720000000025,49.936442568513016,47.55851673191716
893a7a86-806b-4437-b6e5-acdfa7cb2680,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891248,2,1280.0391,399.3164,test,0.35,-47.55470000000014,-65.30470000000003,80.78461075093459,230.81317357409884
41bc1ca9-bcb8-46a4-8125-ddf725b9de58,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891263,2,1223.1758,315.8047,test,0.015,-56.86329999999998,-83.51169999999996,101.03286061366367,6735.524040910912
c53ee70d-e4b6-4980-a569-db225e17c358,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891297,2,1113.5703,246.75781,test,0.034,-109.60549999999989,-69.04689000000002,129.54087636310817,3810.025775385534
127f4b58-6e4b-43f8-adbd-53678e10b7cd,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891348,2,1036.0703,219.35938,test,0.051,-77.5,-27.39843000000002,82.2005107433336,1611.7747204575217
f6a93db1-68cb-4c14-a699-0c396d05b681,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891698,2,961.72656,178.625,test,0.35,-74.34374000000014,-40.73437999999999,84.77193752163518,242.20553577610053
efd73a0c-23e1-4f08-844a-456cc44c2a33,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334891912,5,934.52734,169.90234,test,0.214,-27.19921999999997,-8.72265999999999,28.563654634587607,133.47502165695144
5b559f41-6318-47cc-b48e-3aaa728a4dd2,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892215,2,1048.3086,278.3125,test,0.303,113.78126000000009,108.41015999999999,157.1589574870399,518.6764273499667
01036099-e5c4-4338-96d1-146c5a10ab6f,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892248,2,1127.4883,323.78516,test,0.033,79.17969999999991,45.47266000000002,91.30820171028223,2766.915203341886
6537cc2c-fb96-493c-beed-8db983e31037,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892349,2,1211.418,378.0,test,0.101,83.92969999999991,54.21483999999998,99.91718279813328,989.27903760528
c7e36cd3-6357-40f2-b3c0-91f5ed4d5bcc,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892415,2,1256.6641,458.25,test,0.066,45.24610000000007,80.25,92.12639179523968,1395.854421139995
a53b5bb2-cc39-42e3-93d1-789cc3f442e3,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892481,2,1288.9375,543.5742,test,0.066,32.27340000000004,85.32420000000002,91.22385353184772,1382.1795989673897
b12a083a-bd39-483e-b54e-fb3b2ef86c35,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334892744,5,1292.75,575.6992,test,0.263,3.8125,32.125,32.35043711064814,123.00546429904234
79d426b1-1dc6-4287-a313-a969f4d92103,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334893181,2,1248.3633,462.53906,test,0.437,-44.38670000000002,-113.16014000000001,121.55408846151414,278.1558088364168
e2db02b2-ea27-4e72-a7ea-7c6e5359101b,004f4522-ed15-41cf-a983-6b0f4f0b8878,0.0,1656334893214,2,1160.6406,348.0547,test,0.033,-87.72270000000003,-114.48435999999998,144.22877930530925,4370.5690698578555
